Temperature (degC), Heater (%), error
4.838709677419355160e+01,0.000000000000000000e+00,-1.838709677419355160e+01
4.838709677419355160e+01,0.000000000000000000e+00,-1.838709677419355160e+01
4.838709677419355160e+01,0.000000000000000000e+00,-1.838709677419355160e+01
4.838709677419355160e+01,0.000000000000000000e+00,-1.838709677419355160e+01
4.838709677419355160e+01,0.000000000000000000e+00,-1.838709677419355160e+01
4.838709677419355160e+01,0.000000000000000000e+00,-1.838709677419355160e+01
4.838709677419355160e+01,0.000000000000000000e+00,-1.838709677419355160e+01
4.838709677419355160e+01,0.000000000000000000e+00,-1.838709677419355160e+01
4.887585532746822992e+01,0.000000000000000000e+00,-1.887585532746822992e+01
4.838709677419355160e+01,0.000000000000000000e+00,-1.838709677419355160e+01
4.789833822091886617e+01,0.000000000000000000e+00,-1.789833822091886617e+01
4.740957966764418785e+01,0.000000000000000000e+00,-1.740957966764418785e+01
4.740957966764418785e+01,0.000000000000000000e+00,-1.740957966764418785e+01
4.692082111436950242e+01,0.000000000000000000e+00,-1.692082111436950242e+01
4.692082111436950242e+01,0.000000000000000000e+00,-1.692082111436950242e+01
4.692082111436950242e+01,0.000000000000000000e+00,-1.692082111436950242e+01
4.692082111436950242e+01,0.000000000000000000e+00,-1.692082111436950242e+01
4.692082111436950242e+01,0.000000000000000000e+00,-1.692082111436950242e+01
4.643206256109481700e+01,0.000000000000000000e+00,-1.643206256109481700e+01
4.594330400782013868e+01,0.000000000000000000e+00,-1.594330400782013868e+01
4.643206256109481700e+01,0.000000000000000000e+00,-1.643206256109481700e+01
4.692082111436950242e+01,0.000000000000000000e+00,-1.692082111436950242e+01
4.643206256109481700e+01,0.000000000000000000e+00,-1.643206256109481700e+01
4.594330400782013868e+01,0.000000000000000000e+00,-1.594330400782013868e+01
4.643206256109481700e+01,0.000000000000000000e+00,-1.643206256109481700e+01
4.692082111436950242e+01,0.000000000000000000e+00,-1.692082111436950242e+01
4.594330400782013868e+01,0.000000000000000000e+00,-1.594330400782013868e+01
4.594330400782013868e+01,0.000000000000000000e+00,-1.594330400782013868e+01
4.594330400782013868e+01,0.000000000000000000e+00,-1.594330400782013868e+01
4.594330400782013868e+01,0.000000000000000000e+00,-1.594330400782013868e+01
4.496578690127077493e+01,0.000000000000000000e+00,-1.496578690127077493e+01
4.496578690127077493e+01,0.000000000000000000e+00,-1.496578690127077493e+01
4.496578690127077493e+01,0.000000000000000000e+00,-1.496578690127077493e+01
4.496578690127077493e+01,0.000000000000000000e+00,-1.496578690127077493e+01
4.447702834799608951e+01,0.000000000000000000e+00,-1.447702834799608951e+01
4.496578690127077493e+01,0.000000000000000000e+00,-1.496578690127077493e+01
4.496578690127077493e+01,0.000000000000000000e+00,-1.496578690127077493e+01
4.496578690127077493e+01,0.000000000000000000e+00,-1.496578690127077493e+01
4.447702834799608951e+01,0.000000000000000000e+00,-1.447702834799608951e+01
4.447702834799608951e+01,0.000000000000000000e+00,-1.447702834799608951e+01
4.447702834799608951e+01,0.000000000000000000e+00,-1.447702834799608951e+01
4.447702834799608951e+01,0.000000000000000000e+00,-1.447702834799608951e+01
4.496578690127077493e+01,0.000000000000000000e+00,-1.496578690127077493e+01
4.447702834799608951e+01,0.000000000000000000e+00,-1.447702834799608951e+01
4.398826979472140408e+01,0.000000000000000000e+00,-1.398826979472140408e+01
4.398826979472140408e+01,0.000000000000000000e+00,-1.398826979472140408e+01
4.349951124144672576e+01,0.000000000000000000e+00,-1.349951124144672576e+01
4.349951124144672576e+01,0.000000000000000000e+00,-1.349951124144672576e+01
4.349951124144672576e+01,0.000000000000000000e+00,-1.349951124144672576e+01
4.301075268817204744e+01,0.000000000000000000e+00,-1.301075268817204744e+01
4.349951124144672576e+01,0.000000000000000000e+00,-1.349951124144672576e+01
4.301075268817204744e+01,0.000000000000000000e+00,-1.301075268817204744e+01
4.301075268817204744e+01,0.000000000000000000e+00,-1.301075268817204744e+01
4.349951124144672576e+01,0.000000000000000000e+00,-1.349951124144672576e+01
4.301075268817204744e+01,0.000000000000000000e+00,-1.301075268817204744e+01
4.301075268817204744e+01,0.000000000000000000e+00,-1.301075268817204744e+01
4.594330400782013868e+01,0.000000000000000000e+00,-1.594330400782013868e+01
4.301075268817204744e+01,0.000000000000000000e+00,-1.301075268817204744e+01
4.252199413489736202e+01,0.000000000000000000e+00,-1.252199413489736202e+01
4.301075268817204744e+01,0.000000000000000000e+00,-1.301075268817204744e+01
4.252199413489736202e+01,0.000000000000000000e+00,-1.252199413489736202e+01
4.252199413489736202e+01,0.000000000000000000e+00,-1.252199413489736202e+01
4.203323558162267659e+01,0.000000000000000000e+00,-1.203323558162267659e+01
4.252199413489736202e+01,0.000000000000000000e+00,-1.252199413489736202e+01
4.154447702834799827e+01,0.000000000000000000e+00,-1.154447702834799827e+01
4.154447702834799827e+01,0.000000000000000000e+00,-1.154447702834799827e+01
4.203323558162267659e+01,0.000000000000000000e+00,-1.203323558162267659e+01
4.154447702834799827e+01,0.000000000000000000e+00,-1.154447702834799827e+01
4.154447702834799827e+01,0.000000000000000000e+00,-1.154447702834799827e+01
4.105571847507331285e+01,0.000000000000000000e+00,-1.105571847507331285e+01
4.105571847507331285e+01,0.000000000000000000e+00,-1.105571847507331285e+01
4.105571847507331285e+01,0.000000000000000000e+00,-1.105571847507331285e+01
4.105571847507331285e+01,0.000000000000000000e+00,-1.105571847507331285e+01
4.105571847507331285e+01,0.000000000000000000e+00,-1.105571847507331285e+01
4.105571847507331285e+01,0.000000000000000000e+00,-1.105571847507331285e+01
4.105571847507331285e+01,0.000000000000000000e+00,-1.105571847507331285e+01
4.105571847507331285e+01,0.000000000000000000e+00,-1.105571847507331285e+01
4.105571847507331285e+01,0.000000000000000000e+00,-1.105571847507331285e+01
4.105571847507331285e+01,0.000000000000000000e+00,-1.105571847507331285e+01
4.105571847507331285e+01,0.000000000000000000e+00,-1.105571847507331285e+01
4.105571847507331285e+01,0.000000000000000000e+00,-1.105571847507331285e+01
4.056695992179863453e+01,0.000000000000000000e+00,-1.056695992179863453e+01
4.056695992179863453e+01,0.000000000000000000e+00,-1.056695992179863453e+01
4.056695992179863453e+01,0.000000000000000000e+00,-1.056695992179863453e+01
4.056695992179863453e+01,0.000000000000000000e+00,-1.056695992179863453e+01
3.958944281524926367e+01,0.000000000000000000e+00,-9.589442815249263674e+00
4.056695992179863453e+01,0.000000000000000000e+00,-1.056695992179863453e+01
4.007820136852394910e+01,0.000000000000000000e+00,-1.007820136852394910e+01
4.007820136852394910e+01,0.000000000000000000e+00,-1.007820136852394910e+01
4.007820136852394910e+01,0.000000000000000000e+00,-1.007820136852394910e+01
4.007820136852394910e+01,0.000000000000000000e+00,-1.007820136852394910e+01
4.056695992179863453e+01,0.000000000000000000e+00,-1.056695992179863453e+01
3.958944281524926367e+01,0.000000000000000000e+00,-9.589442815249263674e+00
3.958944281524926367e+01,0.000000000000000000e+00,-9.589442815249263674e+00
4.007820136852394910e+01,0.000000000000000000e+00,-1.007820136852394910e+01
3.958944281524926367e+01,0.000000000000000000e+00,-9.589442815249263674e+00
3.910068426197458535e+01,0.000000000000000000e+00,-9.100684261974585354e+00
3.958944281524926367e+01,0.000000000000000000e+00,-9.589442815249263674e+00
4.056695992179863453e+01,0.000000000000000000e+00,-1.056695992179863453e+01
3.910068426197458535e+01,0.000000000000000000e+00,-9.100684261974585354e+00
3.910068426197458535e+01,0.000000000000000000e+00,-9.100684261974585354e+00
3.910068426197458535e+01,0.000000000000000000e+00,-9.100684261974585354e+00
3.910068426197458535e+01,0.000000000000000000e+00,-9.100684261974585354e+00
3.910068426197458535e+01,0.000000000000000000e+00,-9.100684261974585354e+00
3.910068426197458535e+01,0.000000000000000000e+00,-9.100684261974585354e+00
3.910068426197458535e+01,0.000000000000000000e+00,-9.100684261974585354e+00
3.910068426197458535e+01,0.000000000000000000e+00,-9.100684261974585354e+00
3.910068426197458535e+01,0.000000000000000000e+00,-9.100684261974585354e+00
3.910068426197458535e+01,0.000000000000000000e+00,-9.100684261974585354e+00
3.910068426197458535e+01,0.000000000000000000e+00,-9.100684261974585354e+00
3.910068426197458535e+01,0.000000000000000000e+00,-9.100684261974585354e+00
3.910068426197458535e+01,0.000000000000000000e+00,-9.100684261974585354e+00
3.861192570869989993e+01,0.000000000000000000e+00,-8.611925708699899928e+00
3.812316715542522161e+01,0.000000000000000000e+00,-8.123167155425221608e+00
3.861192570869989993e+01,0.000000000000000000e+00,-8.611925708699899928e+00
3.958944281524926367e+01,0.000000000000000000e+00,-9.589442815249263674e+00
3.763440860215054329e+01,0.000000000000000000e+00,-7.634408602150543288e+00
3.812316715542522161e+01,0.000000000000000000e+00,-8.123167155425221608e+00
3.812316715542522161e+01,0.000000000000000000e+00,-8.123167155425221608e+00
3.812316715542522161e+01,0.000000000000000000e+00,-8.123167155425221608e+00
3.812316715542522161e+01,0.000000000000000000e+00,-8.123167155425221608e+00
3.812316715542522161e+01,0.000000000000000000e+00,-8.123167155425221608e+00
3.763440860215054329e+01,0.000000000000000000e+00,-7.634408602150543288e+00
3.763440860215054329e+01,0.000000000000000000e+00,-7.634408602150543288e+00
3.763440860215054329e+01,0.000000000000000000e+00,-7.634408602150543288e+00
3.812316715542522161e+01,0.000000000000000000e+00,-8.123167155425221608e+00
3.812316715542522161e+01,0.000000000000000000e+00,-8.123167155425221608e+00
3.861192570869989993e+01,0.000000000000000000e+00,-8.611925708699899928e+00
3.812316715542522161e+01,0.000000000000000000e+00,-8.123167155425221608e+00
3.763440860215054329e+01,0.000000000000000000e+00,-7.634408602150543288e+00
3.763440860215054329e+01,0.000000000000000000e+00,-7.634408602150543288e+00
3.763440860215054329e+01,0.000000000000000000e+00,-7.634408602150543288e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.665689149560117244e+01,0.000000000000000000e+00,-6.656891495601172437e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.665689149560117244e+01,0.000000000000000000e+00,-6.656891495601172437e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.665689149560117244e+01,0.000000000000000000e+00,-6.656891495601172437e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.665689149560117244e+01,0.000000000000000000e+00,-6.656891495601172437e+00
3.616813294232649412e+01,0.000000000000000000e+00,-6.168132942326494117e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.665689149560117244e+01,0.000000000000000000e+00,-6.656891495601172437e+00
3.665689149560117244e+01,0.000000000000000000e+00,-6.656891495601172437e+00
3.665689149560117244e+01,0.000000000000000000e+00,-6.656891495601172437e+00
3.616813294232649412e+01,0.000000000000000000e+00,-6.168132942326494117e+00
3.665689149560117244e+01,0.000000000000000000e+00,-6.656891495601172437e+00
3.665689149560117244e+01,0.000000000000000000e+00,-6.656891495601172437e+00
3.665689149560117244e+01,0.000000000000000000e+00,-6.656891495601172437e+00
3.616813294232649412e+01,0.000000000000000000e+00,-6.168132942326494117e+00
3.714565004887585076e+01,0.000000000000000000e+00,-7.145650048875850757e+00
3.567937438905180869e+01,0.000000000000000000e+00,-5.679374389051808691e+00
3.567937438905180869e+01,0.000000000000000000e+00,-5.679374389051808691e+00
3.567937438905180869e+01,0.000000000000000000e+00,-5.679374389051808691e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.616813294232649412e+01,0.000000000000000000e+00,-6.168132942326494117e+00
3.567937438905180869e+01,0.000000000000000000e+00,-5.679374389051808691e+00
3.567937438905180869e+01,0.000000000000000000e+00,-5.679374389051808691e+00
3.567937438905180869e+01,0.000000000000000000e+00,-5.679374389051808691e+00
3.567937438905180869e+01,0.000000000000000000e+00,-5.679374389051808691e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.616813294232649412e+01,0.000000000000000000e+00,-6.168132942326494117e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.470185728250244495e+01,0.000000000000000000e+00,-4.701857282502444946e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.470185728250244495e+01,0.000000000000000000e+00,-4.701857282502444946e+00
3.470185728250244495e+01,0.000000000000000000e+00,-4.701857282502444946e+00
3.470185728250244495e+01,0.000000000000000000e+00,-4.701857282502444946e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.470185728250244495e+01,0.000000000000000000e+00,-4.701857282502444946e+00
3.470185728250244495e+01,0.000000000000000000e+00,-4.701857282502444946e+00
3.470185728250244495e+01,0.000000000000000000e+00,-4.701857282502444946e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.470185728250244495e+01,0.000000000000000000e+00,-4.701857282502444946e+00
3.470185728250244495e+01,0.000000000000000000e+00,-4.701857282502444946e+00
3.470185728250244495e+01,0.000000000000000000e+00,-4.701857282502444946e+00
3.470185728250244495e+01,0.000000000000000000e+00,-4.701857282502444946e+00
3.470185728250244495e+01,0.000000000000000000e+00,-4.701857282502444946e+00
3.470185728250244495e+01,0.000000000000000000e+00,-4.701857282502444946e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.470185728250244495e+01,0.000000000000000000e+00,-4.701857282502444946e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.519061583577713037e+01,0.000000000000000000e+00,-5.190615835777130371e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.128054740957966828e+01,2.702831615973979851e+01,-1.280547409579668283e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.372434017595308120e+01,0.000000000000000000e+00,-3.724340175953081200e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.421309872922775952e+01,0.000000000000000000e+00,-4.213098729227759520e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.323558162267839577e+01,0.000000000000000000e+00,-3.235581622678395775e+00
3.274682306940371745e+01,9.954970574853244614e+01,7.253176930596282546e+00
3.323558162267839577e+01,8.621493668435299185e+01,6.764418377321604225e+00
3.470185728250244495e+01,6.238084315973451055e+01,5.298142717497555054e+00
3.470185728250244495e+01,7.847437209630859911e+01,5.298142717497555054e+00
3.323558162267839577e+01,1.000000000000000000e+02,6.764418377321604225e+00
3.519061583577713037e+01,5.529283193969961729e+01,4.809384164222869629e+00
3.567937438905180869e+01,6.551887880643005246e+01,4.320625610948191309e+00
3.519061583577713037e+01,8.120179077067919593e+01,4.809384164222869629e+00
3.519061583577713037e+01,7.732352645213052256e+01,4.809384164222869629e+00
3.323558162267839577e+01,1.000000000000000000e+02,6.764418377321604225e+00
3.519061583577713037e+01,5.827080346357944052e+01,4.809384164222869629e+00
3.519061583577713037e+01,7.923957740503070113e+01,4.809384164222869629e+00
3.567937438905180869e+01,7.019848194140197961e+01,4.320625610948191309e+00
3.567937438905180869e+01,7.607327563858203234e+01,4.320625610948191309e+00
3.616813294232649412e+01,6.693665294352037165e+01,3.831867057673505883e+00
3.665689149560117244e+01,6.290622372663182915e+01,3.343108504398827563e+00
3.665689149560117244e+01,6.837936693971792579e+01,3.343108504398827563e+00
3.714565004887585076e+01,5.925139719730653809e+01,2.854349951124149243e+00
3.714565004887585076e+01,6.462894781710221537e+01,2.854349951124149243e+00
3.714565004887585076e+01,6.520744940752148011e+01,2.854349951124149243e+00
3.616813294232649412e+01,8.572118088849637729e+01,3.831867057673505883e+00
3.665689149560117244e+01,6.669982680888004722e+01,3.343108504398827563e+00
3.714565004887585076e+01,6.219910217178723855e+01,2.854349951124149243e+00
3.665689149560117244e+01,7.758128010121581042e+01,3.343108504398827563e+00
3.763440860215054329e+01,5.345657188614953270e+01,2.365591397849456712e+00
3.763440860215054329e+01,6.392590568235755200e+01,2.365591397849456712e+00
3.812316715542522161e+01,5.441066953817381346e+01,1.876832844574778392e+00
3.812316715542522161e+01,5.978583131134784168e+01,1.876832844574778392e+00
3.861192570869989993e+01,5.017767780159231705e+01,1.388074291300100072e+00
4.056695992179863453e+01,1.619231467309108297e+01,-5.669599217986345252e-01
4.105571847507331285e+01,2.541660811416481636e+01,-1.055718475073312845e+00
4.056695992179863453e+01,4.000644130091933448e+01,-5.669599217986345252e-01
4.007820136852394910e+01,4.505007330660438924e+01,-7.820136852394909965e-02
4.007820136852394910e+01,4.003979848090721561e+01,-7.820136852394909965e-02
4.056695992179863453e+01,3.005138055655244145e+01,-5.669599217986345252e-01
4.252199413489736202e+01,0.000000000000000000e+00,-2.521994134897362017e+00
4.301075268817204744e+01,5.025512460958301730e+00,-3.010752688172047442e+00
4.105571847507331285e+01,4.866642573807630612e+01,-1.055718475073312845e+00
4.105571847507331285e+01,2.914288132048523039e+01,-1.055718475073312845e+00
4.105571847507331285e+01,2.892915243533800407e+01,-1.055718475073312845e+00
4.203323558162267659e+01,8.778794366622491907e+00,-2.033235581622676591e+00
4.203323558162267659e+01,1.834391845799130749e+01,-2.033235581622676591e+00
4.252199413489736202e+01,7.973626138306399547e+00,-2.521994134897362017e+00
4.252199413489736202e+01,1.245158580298047468e+01,-2.521994134897362017e+00
4.301075268817204744e+01,1.985606177980371534e+00,-3.010752688172047442e+00
4.301075268817204744e+01,6.364633628932644172e+00,-3.010752688172047442e+00
4.301075268817204744e+01,5.774523075724424359e+00,-3.010752688172047442e+00
4.349951124144672576e+01,0.000000000000000000e+00,-3.499511241446725762e+00
4.301075268817204744e+01,1.017217099911913003e+01,-3.010752688172047442e+00
4.349951124144672576e+01,0.000000000000000000e+00,-3.499511241446725762e+00
4.301075268817204744e+01,9.582330822970547501e+00,-3.010752688172047442e+00
4.349951124144672576e+01,0.000000000000000000e+00,-3.499511241446725762e+00
4.349951124144672576e+01,0.000000000000000000e+00,-3.499511241446725762e+00
4.349951124144672576e+01,0.000000000000000000e+00,-3.499511241446725762e+00
4.398826979472140408e+01,0.000000000000000000e+00,-3.988269794721404082e+00
4.349951124144672576e+01,3.822058743687609450e+00,-3.499511241446725762e+00
4.349951124144672576e+01,0.000000000000000000e+00,-3.499511241446725762e+00
4.349951124144672576e+01,0.000000000000000000e+00,-3.499511241446725762e+00
4.349951124144672576e+01,0.000000000000000000e+00,-3.499511241446725762e+00
4.349951124144672576e+01,0.000000000000000000e+00,-3.499511241446725762e+00
4.398826979472140408e+01,0.000000000000000000e+00,-3.988269794721404082e+00
4.301075268817204744e+01,1.292710348355519301e+01,-3.010752688172047442e+00
4.398826979472140408e+01,0.000000000000000000e+00,-3.988269794721404082e+00
4.154447702834799827e+01,4.175657505744728581e+01,-1.544477028347998271e+00
4.398826979472140408e+01,0.000000000000000000e+00,-3.988269794721404082e+00
4.496578690127077493e+01,0.000000000000000000e+00,-4.965786901270774933e+00
4.349951124144672576e+01,1.235877003823546616e+01,-3.499511241446725762e+00
4.301075268817204744e+01,6.494801212373593202e+00,-3.010752688172047442e+00
4.301075268817204744e+01,1.077512592630569088e+00,-3.010752688172047442e+00
4.349951124144672576e+01,0.000000000000000000e+00,-3.499511241446725762e+00
4.349951124144672576e+01,0.000000000000000000e+00,-3.499511241446725762e+00
4.301075268817204744e+01,5.296042794714229451e+00,-3.010752688172047442e+00
4.301075268817204744e+01,0.000000000000000000e+00,-3.010752688172047442e+00
4.301075268817204744e+01,0.000000000000000000e+00,-3.010752688172047442e+00
4.301075268817204744e+01,0.000000000000000000e+00,-3.010752688172047442e+00
4.301075268817204744e+01,0.000000000000000000e+00,-3.010752688172047442e+00
4.301075268817204744e+01,0.000000000000000000e+00,-3.010752688172047442e+00
4.301075268817204744e+01,0.000000000000000000e+00,-3.010752688172047442e+00
4.252199413489736202e+01,9.855189145595820932e+00,-2.521994134897362017e+00
4.252199413489736202e+01,4.350779951725598949e+00,-2.521994134897362017e+00
4.301075268817204744e+01,0.000000000000000000e+00,-3.010752688172047442e+00
4.301075268817204744e+01,0.000000000000000000e+00,-3.010752688172047442e+00
4.252199413489736202e+01,8.847777914528775156e+00,-2.521994134897362017e+00
4.252199413489736202e+01,3.346252180147793354e+00,-2.521994134897362017e+00
4.203323558162267659e+01,1.282385739603566677e+01,-2.033235581622676591e+00
4.203323558162267659e+01,7.424188884005960887e+00,-2.033235581622676591e+00
4.203323558162267659e+01,7.025364552075423319e+00,-2.033235581622676591e+00
4.203323558162267659e+01,6.614427978342092729e+00,-2.033235581622676591e+00
4.203323558162267659e+01,6.215665404980580178e+00,-2.033235581622676591e+00
4.203323558162267659e+01,5.804617723994336842e+00,-2.033235581622676591e+00
4.203323558162267659e+01,5.405653296094815374e+00,-2.033235581622676591e+00
4.203323558162267659e+01,4.994599991879368872e+00,-2.033235581622676591e+00
4.203323558162267659e+01,4.595548113070488938e+00,-2.033235581622676591e+00
4.203323558162267659e+01,4.184486858772373807e+00,-2.033235581622676591e+00
4.349951124144672576e+01,0.000000000000000000e+00,-3.499511241446725762e+00
4.301075268817204744e+01,0.000000000000000000e+00,-3.010752688172047442e+00
3.910068426197458535e+01,7.350284440536212571e+01,8.993157380254146460e-01
4.154447702834799827e+01,0.000000000000000000e+00,-1.544477028347998271e+00
4.349951124144672576e+01,0.000000000000000000e+00,-3.499511241446725762e+00
