Temperature (degC), Heater (%), error
4.936461388074291534e+01,3.308845468854323002e+01,6.353861192570846583e-01
5.180840664711632826e+01,0.000000000000000000e+00,-1.808406647116328259e+00
5.034213098729227909e+01,3.294545372363760549e+01,-3.421309872922790873e-01
5.034213098729227909e+01,1.832709037873040003e+01,-3.421309872922790873e-01
5.131964809384164994e+01,0.000000000000000000e+00,-1.319648093841649938e+00
4.985337243401760077e+01,3.816190586616306746e+01,1.466275659823992328e-01
4.985337243401760077e+01,2.327308293288503904e+01,1.466275659823992328e-01
4.985337243401760077e+01,2.330191833159540593e+01,1.466275659823992328e-01
5.131964809384164994e+01,0.000000000000000000e+00,-1.319648093841649938e+00
4.936461388074291534e+01,4.819459561343678189e+01,6.353861192570846583e-01
4.936461388074291534e+01,2.844255139028324564e+01,6.353861192570846583e-01
5.180840664711632826e+01,0.000000000000000000e+00,-1.808406647116328259e+00
4.985337243401760077e+01,4.300072379796444011e+01,1.466275659823992328e-01
4.985337243401760077e+01,2.361335833611009605e+01,1.466275659823992328e-01
4.985337243401760077e+01,2.364290836130052043e+01,1.466275659823992328e-01
5.278592375366569200e+01,0.000000000000000000e+00,-2.785923753665692004e+00
5.034213098729227909e+01,4.293267405563961603e+01,-3.421309872922790873e-01
5.034213098729227909e+01,1.861901498120537823e+01,-3.421309872922790873e-01
