Time,Q1,T1
3.490000000000000000e+02,1.785000000000000000e+02,9.628543499511241066e+01
3.500000000000000000e+02,1.785000000000000000e+02,9.628543499511241066e+01
3.510000000000000000e+02,1.785000000000000000e+02,9.530791788856305402e+01
3.520000000000000000e+02,1.785000000000000000e+02,9.726295210166178151e+01
3.530000000000000000e+02,1.785000000000000000e+02,9.677419354838710319e+01
3.540000000000000000e+02,1.785000000000000000e+02,9.677419354838710319e+01
3.550000000000000000e+02,1.785000000000000000e+02,9.677419354838710319e+01
3.560000000000000000e+02,1.785000000000000000e+02,9.726295210166178151e+01
3.570000000000000000e+02,1.785000000000000000e+02,9.726295210166178151e+01
3.580000000000000000e+02,1.785000000000000000e+02,9.775171065493645983e+01
3.590000000000000000e+02,1.785000000000000000e+02,9.775171065493645983e+01
3.600000000000000000e+02,1.785000000000000000e+02,9.775171065493645983e+01
3.610000000000000000e+02,1.785000000000000000e+02,9.677419354838710319e+01
3.620000000000000000e+02,1.785000000000000000e+02,9.775171065493645983e+01
3.630000000000000000e+02,1.785000000000000000e+02,9.872922776148583068e+01
3.640000000000000000e+02,1.785000000000000000e+02,9.726295210166178151e+01
3.650000000000000000e+02,1.785000000000000000e+02,9.872922776148583068e+01
3.660000000000000000e+02,1.785000000000000000e+02,9.726295210166178151e+01
3.670000000000000000e+02,1.785000000000000000e+02,9.872922776148583068e+01
3.680000000000000000e+02,1.785000000000000000e+02,9.921798631476050900e+01
3.690000000000000000e+02,1.785000000000000000e+02,9.775171065493645983e+01
3.700000000000000000e+02,1.785000000000000000e+02,9.775171065493645983e+01
3.710000000000000000e+02,1.785000000000000000e+02,9.921798631476050900e+01
3.720000000000000000e+02,1.785000000000000000e+02,9.824046920821113815e+01
3.730000000000000000e+02,1.785000000000000000e+02,9.921798631476050900e+01
3.740000000000000000e+02,1.785000000000000000e+02,9.824046920821113815e+01
3.750000000000000000e+02,1.785000000000000000e+02,9.970674486803520153e+01
3.760000000000000000e+02,1.785000000000000000e+02,9.970674486803520153e+01
3.770000000000000000e+02,1.785000000000000000e+02,9.872922776148583068e+01
3.780000000000000000e+02,1.785000000000000000e+02,9.970674486803520153e+01
3.790000000000000000e+02,1.785000000000000000e+02,9.970674486803520153e+01
3.800000000000000000e+02,1.785000000000000000e+02,9.970674486803520153e+01
3.810000000000000000e+02,1.785000000000000000e+02,9.970674486803520153e+01
3.820000000000000000e+02,1.785000000000000000e+02,9.921798631476050900e+01
3.830000000000000000e+02,1.785000000000000000e+02,1.001955034213098799e+02
